owner,repo,repository,type,number,title,html_url
ament,ament_cmake,ament/ament_cmake,pull_request,594.0,Patch 1,https://github.com/ament/ament_cmake/pull/594
ament,ament_cmake,ament/ament_cmake,pull_request,549.0,[Backport]Fix patch file dependencies in ament_cmake_vendor_package (#520),https://github.com/ament/ament_cmake/pull/549
ament,ament_cmake,ament/ament_cmake,pull_request,548.0,[Backport]Fix patch file dependencies in ament_cmake_vendor_package (#520),https://github.com/ament/ament_cmake/pull/548
ament,ament_cmake,ament/ament_cmake,pull_request,520.0,Fix patch file dependencies in ament_cmake_vendor_package,https://github.com/ament/ament_cmake/pull/520
ament,ament_cmake,ament/ament_cmake,pull_request,454.0,Add support for specifying a patch directory in ament_vendor (backport #449),https://github.com/ament/ament_cmake/pull/454
ament,ament_cmake,ament/ament_cmake,pull_request,449.0,Add support for specifying a patch directory in ament_vendor,https://github.com/ament/ament_cmake/pull/449
ament,ament_cmake,ament/ament_cmake,pull_request,147.0,Fast-forward bouncy to catch up with master for patch 1 release,https://github.com/ament/ament_cmake/pull/147
ament,ament_cmake,ament/ament_cmake,issue,350.0,Symlinking on Windows needs privilege,https://github.com/ament/ament_cmake/issues/350
ament,ament_index,ament/ament_index,pull_request,57.0,QD Security Vulnerability Declaration: REP 2006,https://github.com/ament/ament_index/pull/57
ament,ament_package,ament/ament_package,pull_request,81.0,backport 0.5.2 to bouncy for patch release,https://github.com/ament/ament_package/pull/81
ament,ament_package,ament/ament_package,issue,109.0,Eloquent patch release,https://github.com/ament/ament_package/issues/109
ament,google_benchmark_vendor,ament/google_benchmark_vendor,pull_request,9.0,upgrade google benchmark from v1.5.1 to v1.5.2 to include QNX patch,https://github.com/ament/google_benchmark_vendor/pull/9
ament,google_benchmark_vendor,ament/google_benchmark_vendor,issue,6.0,patch executable not found when cross compiling for QNX,https://github.com/ament/google_benchmark_vendor/issues/6
ament,google_benchmark_vendor,ament/google_benchmark_vendor,issue,7.0,version 1.5.1 does not include QNX patch,https://github.com/ament/google_benchmark_vendor/issues/7
ament,uncrustify_vendor,ament/uncrustify_vendor,pull_request,15.0,Switch to applying patch with git apply.,https://github.com/ament/uncrustify_vendor/pull/15
ament,uncrustify_vendor,ament/uncrustify_vendor,pull_request,7.0,Switch to CMake Patch module,https://github.com/ament/uncrustify_vendor/pull/7
ament,uncrustify_vendor,ament/uncrustify_vendor,pull_request,6.0,Use git apply Instead of Patch,https://github.com/ament/uncrustify_vendor/pull/6
ament,uncrustify_vendor,ament/uncrustify_vendor,issue,10.0,patch executable not found when cross compiling for QNX,https://github.com/ament/uncrustify_vendor/issues/10
ament,uncrustify_vendor,ament/uncrustify_vendor,issue,11.0,uncrustify has been patched for QNX and version 0.68 does not include patch,https://github.com/ament/uncrustify_vendor/issues/11
ament,uncrustify_vendor,ament/uncrustify_vendor,issue,17.0,Patch does not apply on rebuild,https://github.com/ament/uncrustify_vendor/issues/17
ANYbotics,grid_map,ANYbotics/grid_map,pull_request,530.0,Fix/memory leak,https://github.com/ANYbotics/grid_map/pull/530
ANYbotics,grid_map,ANYbotics/grid_map,pull_request,529.0,grid_map_sdf: fix planar SDF memory leak,https://github.com/ANYbotics/grid_map/pull/529
ANYbotics,grid_map,ANYbotics/grid_map,issue,381.0,Potential vulnerability: topic and service names from ROS parameters,https://github.com/ANYbotics/grid_map/issues/381
AprilRobotics,apriltag,AprilRobotics/apriltag,pull_request,195.0,Fixed a memory leak in matd_svd_tall,https://github.com/AprilRobotics/apriltag/pull/195
AprilRobotics,apriltag,AprilRobotics/apriltag,pull_request,40.0,fix memory leak,https://github.com/AprilRobotics/apriltag/pull/40
AprilRobotics,apriltag,AprilRobotics/apriltag,pull_request,8.0,Tiny memory leak in tag families implementation,https://github.com/AprilRobotics/apriltag/pull/8
AprilRobotics,apriltag,AprilRobotics/apriltag,issue,55.0,memory leak using estimate_tag_pose,https://github.com/AprilRobotics/apriltag/issues/55
AprilRobotics,apriltag,AprilRobotics/apriltag,issue,70.0,race condition in workpool,https://github.com/AprilRobotics/apriltag/issues/70
AprilRobotics,apriltag,AprilRobotics/apriltag,issue,171.0,Memory leak,https://github.com/AprilRobotics/apriltag/issues/171
AprilRobotics,apriltag,AprilRobotics/apriltag,issue,253.0,"memory leak when use ""estimate_tag_pose""",https://github.com/AprilRobotics/apriltag/issues/253
astuff,avt_vimba_camera,astuff/avt_vimba_camera,issue,111.0,ROS2: Memory Leak with Alvium Camera,https://github.com/astuff/avt_vimba_camera/issues/111
AutonomyLab,libcreate,AutonomyLab/libcreate,issue,71.0,Encoder Overflow when driving backwards,https://github.com/AutonomyLab/libcreate/issues/71
autowarefoundation,autoware_cmake,autowarefoundation/autoware_cmake,pull_request,20.0,fix(docker-build-and-push*.yaml): use `step-security/changed-files` action insteaduse step-security,https://github.com/autowarefoundation/autoware_cmake/pull/20
autowarefoundation,autoware_rviz_plugins,autowarefoundation/autoware_rviz_plugins,pull_request,19.0,fix(autoware_planning_rviz_plugin): memory leak in scene node management,https://github.com/autowarefoundation/autoware_rviz_plugins/pull/19
autowarefoundation,tvm_vendor,autowarefoundation/tvm_vendor,pull_request,10.0,fix: modify patch issue,https://github.com/autowarefoundation/tvm_vendor/pull/10
aws-robotics,aws-robomaker-small-warehouse-world,aws-robotics/aws-robomaker-small-warehouse-world,issue,29.0,ask for permission,https://github.com/aws-robotics/aws-robomaker-small-warehouse-world/issues/29
bdaiinstitute,synchros2,bdaiinstitute/synchros2,pull_request,146.0,[SW-2454] edits for Humble 3/31/2025 patch,https://github.com/bdaiinstitute/synchros2/pull/146
Beam-and-Spyrosoft,rtest,Beam-and-Spyrosoft/rtest,pull_request,13.0,Create Security Policy SECURITY.md,https://github.com/Beam-and-Spyrosoft/rtest/pull/13
BehaviorTree,BehaviorTree.CPP,BehaviorTree/BehaviorTree.CPP,pull_request,1115.0,[Security] Fix HIGH vulnerability: V-001,https://github.com/BehaviorTree/BehaviorTree.CPP/pull/1115
BehaviorTree,BehaviorTree.CPP,BehaviorTree/BehaviorTree.CPP,pull_request,1091.0,Fix #672: prevent stack overflow from deeply-nested XML,https://github.com/BehaviorTree/BehaviorTree.CPP/pull/1091
BehaviorTree,BehaviorTree.CPP,BehaviorTree/BehaviorTree.CPP,pull_request,1081.0,Fix #1046: use-after-free when factory destroyed before tree,https://github.com/BehaviorTree/BehaviorTree.CPP/pull/1081
BehaviorTree,BehaviorTree.CPP,BehaviorTree/BehaviorTree.CPP,issue,57.0,Race condition in timeout decorator node?,https://github.com/BehaviorTree/BehaviorTree.CPP/issues/57
BehaviorTree,BehaviorTree.CPP,BehaviorTree/BehaviorTree.CPP,issue,588.0,Potential memory overflow in simple_string.hpp,https://github.com/BehaviorTree/BehaviorTree.CPP/issues/588
BehaviorTree,BehaviorTree.CPP,BehaviorTree/BehaviorTree.CPP,issue,672.0,stack-buffer-overflow in xml_parsing.cpp,https://github.com/BehaviorTree/BehaviorTree.CPP/issues/672
BehaviorTree,BehaviorTree.CPP,BehaviorTree/BehaviorTree.CPP,issue,1006.0,Stack buffer overflow in ParseScript due to fixed-size error buffer,https://github.com/BehaviorTree/BehaviorTree.CPP/issues/1006
BehaviorTree,BehaviorTree.CPP,BehaviorTree/BehaviorTree.CPP,issue,1017.0,Memory leak,https://github.com/BehaviorTree/BehaviorTree.CPP/issues/1017
BerkeleyAutomation,FogROS2,BerkeleyAutomation/FogROS2,issue,33.0,Key and Security Group Recycling,https://github.com/BerkeleyAutomation/FogROS2/issues/33
BerkeleyAutomation,FogROS2,BerkeleyAutomation/FogROS2,issue,115.0,Error reading SSH protocol banner in aws instance and scp: /home/ubuntu//ros_workspace.tar: Permission denied in gcp,https://github.com/BerkeleyAutomation/FogROS2/issues/115
borglab,gtsam,borglab/gtsam,pull_request,2363.0,Default noise models and TranslationRecovery patch,https://github.com/borglab/gtsam/pull/2363
borglab,gtsam,borglab/gtsam,pull_request,1624.0,4.2.0 Patch: Clean up GTSAM version setting,https://github.com/borglab/gtsam/pull/1624
borglab,gtsam,borglab/gtsam,pull_request,1462.0,Patch fixes from 4.3,https://github.com/borglab/gtsam/pull/1462
borglab,gtsam,borglab/gtsam,pull_request,1441.0,Fixing stack overflow issue for large tree,https://github.com/borglab/gtsam/pull/1441
borglab,gtsam,borglab/gtsam,pull_request,1427.0,Patch ros package (branch: release/4.2),https://github.com/borglab/gtsam/pull/1427
borglab,gtsam,borglab/gtsam,pull_request,1426.0,Patch ros package (branch: master),https://github.com/borglab/gtsam/pull/1426
borglab,gtsam,borglab/gtsam,pull_request,970.0,Add wrapper fixes for Matlab memory leak,https://github.com/borglab/gtsam/pull/970
borglab,gtsam,borglab/gtsam,pull_request,373.0,Fix memory leak in Expressions,https://github.com/borglab/gtsam/pull/373
borglab,gtsam,borglab/gtsam,pull_request,79.0,Allow Eigen versions of different patch number,https://github.com/borglab/gtsam/pull/79
borglab,gtsam,borglab/gtsam,issue,220.0,TLS definition mismatch,https://github.com/borglab/gtsam/issues/220
borglab,gtsam,borglab/gtsam,issue,1433.0,Stack overflow for large graph,https://github.com/borglab/gtsam/issues/1433
borglab,gtsam,borglab/gtsam,issue,1952.0,gtsam python gtsam_plot.plot_pose2d patch.Ellipse.__init__() has changed.,https://github.com/borglab/gtsam/issues/1952
boschglobal,locator_ros_bridge,boschglobal/locator_ros_bridge,issue,31.0,Potential vulnerability: topic names from ROS parameters,https://github.com/boschglobal/locator_ros_bridge/issues/31
brow1633,network_bridge,brow1633/network_bridge,issue,1.0,Encryption should be optionally applied,https://github.com/brow1633/network_bridge/issues/1
carologistics,clips_vendor,carologistics/clips_vendor,pull_request,5.0,buildsys: patch missing char *cast,https://github.com/carologistics/clips_vendor/pull/5
carologistics,clips_vendor,carologistics/clips_vendor,pull_request,3.0,CMakLists: reverse patch if source dir exists,https://github.com/carologistics/clips_vendor/pull/3
cellumation,cm_executors,cellumation/cm_executors,issue,5.0,Race condition in ClockConditionalVariable leads to crash when attempting to notify on expired condition variable,https://github.com/cellumation/cm_executors/issues/5
christianrauch,camera_ros,christianrauch/camera_ros,issue,5.0,Memory leak?,https://github.com/christianrauch/camera_ros/issues/5
clearpathrobotics,clearpath_common,clearpathrobotics/clearpath_common,pull_request,31.0,Simulation Patch,https://github.com/clearpathrobotics/clearpath_common/pull/31
clearpathrobotics,clearpath_common,clearpathrobotics/clearpath_common,issue,124.0,Seeking clarificaiton of the last two lines after top-level Software License Agreement. Do I need formal permission to publish a derived work on clearpath_simulator?,https://github.com/clearpathrobotics/clearpath_common/issues/124
clearpathrobotics,clearpath_desktop,clearpathrobotics/clearpath_desktop,pull_request,9.0,Nav Patch,https://github.com/clearpathrobotics/clearpath_desktop/pull/9
clearpathrobotics,clearpath_simulator,clearpathrobotics/clearpath_simulator,pull_request,15.0,Simulation Patch,https://github.com/clearpathrobotics/clearpath_simulator/pull/15
clearpathrobotics,robot_upstart,clearpathrobotics/robot_upstart,issue,42.0,Port permission issues.,https://github.com/clearpathrobotics/robot_upstart/issues/42
clearpathrobotics,robot_upstart,clearpathrobotics/robot_upstart,issue,90.0,scripts/mutate_files possible security issue,https://github.com/clearpathrobotics/robot_upstart/issues/90
coal-library,coal,coal-library/coal,pull_request,805.0,Topic/patch modifs,https://github.com/coal-library/coal/pull/805
coal-library,coal,coal-library/coal,pull_request,783.0,Contact patch simplifier,https://github.com/coal-library/coal/pull/783
coal-library,coal,coal-library/coal,pull_request,773.0,Add helper for contact patch simplification,https://github.com/coal-library/coal/pull/773
coal-library,coal,coal-library/coal,pull_request,607.0,Fix additional unsupported contact patch pair,https://github.com/coal-library/coal/pull/607
coal-library,coal,coal-library/coal,pull_request,583.0,Contact patch: add bvh and hfield,https://github.com/coal-library/coal/pull/583
coal-library,coal,coal-library/coal,pull_request,481.0,Performance Patch,https://github.com/coal-library/coal/pull/481
coal-library,coal,coal-library/coal,pull_request,312.0,Handle negative security margin,https://github.com/coal-library/coal/pull/312
coal-library,coal,coal-library/coal,pull_request,277.0,Merge pull request #276 from humanoid-path-planner/patch-release-1.8.1,https://github.com/coal-library/coal/pull/277
coal-library,coal,coal-library/coal,pull_request,276.0,Patch release 1.8.1,https://github.com/coal-library/coal/pull/276
coal-library,coal,coal-library/coal,pull_request,36.0,Add security margin,https://github.com/coal-library/coal/pull/36
coal-library,coal,coal-library/coal,pull_request,35.0,Preparation work to add a security margin in collision tests,https://github.com/coal-library/coal/pull/35
cra-ros-pkg,robot_localization,cra-ros-pkg/robot_localization,issue,516.0,Avoid Error Covariance Overflow,https://github.com/cra-ros-pkg/robot_localization/issues/516
cra-ros-pkg,robot_localization,cra-ros-pkg/robot_localization,issue,517.0,Possible memory leak,https://github.com/cra-ros-pkg/robot_localization/issues/517
cra-ros-pkg,robot_localization,cra-ros-pkg/robot_localization,issue,820.0,"When using manual data and non 'odom' world reference frame name, race condition results in incorrect transform.",https://github.com/cra-ros-pkg/robot_localization/issues/820
DFKI-NI,mir_robot,DFKI-NI/mir_robot,issue,104.0,Decrypt Error logs of MiR 200,https://github.com/DFKI-NI/mir_robot/issues/104
dfki-ric,better_launch,dfki-ric/better_launch,issue,19.0,own-log file permission error,https://github.com/dfki-ric/better_launch/issues/19
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,2245.0,Improve security config error message,https://github.com/eclipse-cyclonedds/cyclonedds/pull/2245
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,2232.0,Fix permissions example XML in the DDS Security documentation,https://github.com/eclipse-cyclonedds/cyclonedds/pull/2232
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,2210.0,Fix use-after-free in `ddsi_local_reader_ary_insert`,https://github.com/eclipse-cyclonedds/cyclonedds/pull/2210
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,2198.0,security add support for pkcs11,https://github.com/eclipse-cyclonedds/cyclonedds/pull/2198
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,2163.0,Fix ddsrt init counter overflow,https://github.com/eclipse-cyclonedds/cyclonedds/pull/2163
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,2023.0,Fixed memory leak in idl preprocessor,https://github.com/eclipse-cyclonedds/cyclonedds/pull/2023
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1978.0,Fuzzing memory leak,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1978
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1968.0,Fuzz security handshake,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1968
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1967.0,Add fuzzer for security deserializer,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1967
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1966.0,Fix padding issue in authentication plugin,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1966
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1953.0,Add build-time option for TCP+TLS support,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1953
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1900.0,Fix global buffer overflow in IDLC,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1900
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1817.0,Resolve `snprintf` buffer overflow under GCC 12.3.0,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1817
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1775.0,Fix type wrapper memory leak for custom annotations,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1775
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1569.0,Fix race condition with GC in get_matched_..._data,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1569
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1550.0,Fix crash caused by security overall timeout race,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1550
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1541.0,Fix memory leak on writing invalid data,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1541
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1501.0,Memory leak in determining equality of two type id+obj pairs,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1501
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1378.0,Fix use-after-free on providing proxy topic historical data,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1378
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1321.0,Fix memory leak in type lookup request,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1321
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1315.0,Fixed perftest script to work with security features,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1315
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1077.0,Detect overflow in idlc when stashing instructions,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1077
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,1032.0,Increase timeouts for some security tests,https://github.com/eclipse-cyclonedds/cyclonedds/pull/1032
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,962.0,Fix use-after-free bugs in IDL parser,https://github.com/eclipse-cyclonedds/cyclonedds/pull/962
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,855.0,Use constants for security property names,https://github.com/eclipse-cyclonedds/cyclonedds/pull/855
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,834.0,Implement Certificate Revocation Lists in security authentication,https://github.com/eclipse-cyclonedds/cyclonedds/pull/834
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,731.0,Add message authentication/encryption to perftest,https://github.com/eclipse-cyclonedds/cyclonedds/pull/731
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,730.0,Get the participant GUID / instance handle mapping right when DDS Security is used,https://github.com/eclipse-cyclonedds/cyclonedds/pull/730
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,706.0,Access control deny rules,https://github.com/eclipse-cyclonedds/cyclonedds/pull/706
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,669.0,Fix use-after-free problems with triggering read conditions,https://github.com/eclipse-cyclonedds/cyclonedds/pull/669
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,578.0,Correct path in cryptographic plugin,https://github.com/eclipse-cyclonedds/cyclonedds/pull/578
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,567.0,"Use-after-free in ""security FSM"" and test failures",https://github.com/eclipse-cyclonedds/cyclonedds/pull/567
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,544.0,Improve security encryption and decryption functions,https://github.com/eclipse-cyclonedds/cyclonedds/pull/544
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,527.0,Merge security into master,https://github.com/eclipse-cyclonedds/cyclonedds/pull/527
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,519.0,Refactor access control test permissions_expiry_multiple,https://github.com/eclipse-cyclonedds/cyclonedds/pull/519
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,516.0,Fix use-after-free via (proxy)pp min lease pointer,https://github.com/eclipse-cyclonedds/cyclonedds/pull/516
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,513.0,Add security tests and fix some bugs in security implementation,https://github.com/eclipse-cyclonedds/cyclonedds/pull/513
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,511.0,Merge master into security,https://github.com/eclipse-cyclonedds/cyclonedds/pull/511
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,508.0,Update security handshake when optional fields of handshake tokens are missing,https://github.com/eclipse-cyclonedds/cyclonedds/pull/508
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,496.0,Access control tests,https://github.com/eclipse-cyclonedds/cyclonedds/pull/496
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,486.0,Remove temporarily stored crypto handles and tokens after entities arâ€¦,https://github.com/eclipse-cyclonedds/cyclonedds/pull/486
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,470.0,Remove temporally stored crypto handles and tokens after entities areâ€¦,https://github.com/eclipse-cyclonedds/cyclonedds/pull/470
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,467.0,Correct length of encrypted submessage body,https://github.com/eclipse-cyclonedds/cyclonedds/pull/467
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,463.0,Crypto endpoint relation compare routines cleanup,https://github.com/eclipse-cyclonedds/cyclonedds/pull/463
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,459.0,Improve security-core tests and implement identity and permissions revocation,https://github.com/eclipse-cyclonedds/cyclonedds/pull/459
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,458.0,Merge master into security,https://github.com/eclipse-cyclonedds/cyclonedds/pull/458
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,456.0,Do not rewrite secure messages in retransmit queue,https://github.com/eclipse-cyclonedds/cyclonedds/pull/456
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,453.0,Update crypto plugin w.r.t. origin authentication.,https://github.com/eclipse-cyclonedds/cyclonedds/pull/453
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,450.0,Fix read/return_loan memory leak,https://github.com/eclipse-cyclonedds/cyclonedds/pull/450
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,449.0,Fix in access control identity subject compare,https://github.com/eclipse-cyclonedds/cyclonedds/pull/449
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,448.0,Improvements to building against & using master/security-enabled/security-but-disabled versions,https://github.com/eclipse-cyclonedds/cyclonedds/pull/448
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,442.0,Remove duplicated code in authentication plugin,https://github.com/eclipse-cyclonedds/cyclonedds/pull/442
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,440.0,Security core tests: new tests and refactoring,https://github.com/eclipse-cyclonedds/cyclonedds/pull/440
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,439.0,Code formatting fixes and clean-up authentication plugin,https://github.com/eclipse-cyclonedds/cyclonedds/pull/439
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,432.0,Install security plugins,https://github.com/eclipse-cyclonedds/cyclonedds/pull/432
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,429.0,Install security plugins,https://github.com/eclipse-cyclonedds/cyclonedds/pull/429
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,424.0,Update security branch to current master,https://github.com/eclipse-cyclonedds/cyclonedds/pull/424
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,417.0,Update security documentation,https://github.com/eclipse-cyclonedds/cyclonedds/pull/417
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,412.0,Add and refactor security core tests,https://github.com/eclipse-cyclonedds/cyclonedds/pull/412
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,406.0,Eliminate Clang static analyzer warnings in the security branch,https://github.com/eclipse-cyclonedds/cyclonedds/pull/406
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,402.0,Add security handshake and encryption,https://github.com/eclipse-cyclonedds/cyclonedds/pull/402
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,401.0,Add security handshake and encoding and decoding,https://github.com/eclipse-cyclonedds/cyclonedds/pull/401
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,395.0,"Merge ""master"" into ""security""",https://github.com/eclipse-cyclonedds/cyclonedds/pull/395
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,380.0,Register and validate entities w.r.t. security,https://github.com/eclipse-cyclonedds/cyclonedds/pull/380
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,379.0,Update authentication plugin with respect to the remote identity handle,https://github.com/eclipse-cyclonedds/cyclonedds/pull/379
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,377.0,Triggering of certificate and permission expiries,https://github.com/eclipse-cyclonedds/cyclonedds/pull/377
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,374.0,Add timed callback dispatcher to security core,https://github.com/eclipse-cyclonedds/cyclonedds/pull/374
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,372.0,DDS Security dynamic plugin loading (take 2),https://github.com/eclipse-cyclonedds/cyclonedds/pull/372
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,370.0,Register local entities with security,https://github.com/eclipse-cyclonedds/cyclonedds/pull/370
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,364.0,Merge master into security branch,https://github.com/eclipse-cyclonedds/cyclonedds/pull/364
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,363.0,Added some security documentation.,https://github.com/eclipse-cyclonedds/cyclonedds/pull/363
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,360.0,Merge master into security,https://github.com/eclipse-cyclonedds/cyclonedds/pull/360
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,347.0,Finite State Machine for Security,https://github.com/eclipse-cyclonedds/cyclonedds/pull/347
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,340.0,Add timed callback dispatcher to security core,https://github.com/eclipse-cyclonedds/cyclonedds/pull/340
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,335.0,DDS Security built-in Access Control plugin,https://github.com/eclipse-cyclonedds/cyclonedds/pull/335
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,334.0,Add string functions used by security plugins to ddsrt,https://github.com/eclipse-cyclonedds/cyclonedds/pull/334
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,333.0,DDS Security dynamic plugin loading,https://github.com/eclipse-cyclonedds/cyclonedds/pull/333
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,316.0,Fixed security build.,https://github.com/eclipse-cyclonedds/cyclonedds/pull/316
eclipse-cyclonedds,cyclonedds,eclipse-cyclonedds/cyclonedds,pull_request,310.0,Added volatile security endpoints.,https://github.com/eclipse-cyclonedds/cyclonedds/pull/310
