owner,repo,repository,type,number,title,html_url
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1736.0,Remove log error on receive crypto message from unmatched endpoint <2.1.x> [10487],https://github.com/eProsima/Fast-DDS/pull/1736
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1735.0,Remove log error on receive crypto message from unmatched endpoint <master> [10486],https://github.com/eProsima/Fast-DDS/pull/1735
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1734.0,Remove log error on receive crypto message from unmatched endpoint <2.0.x> [10485],https://github.com/eProsima/Fast-DDS/pull/1734
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1680.0,Fix Debug compilation without security [10220],https://github.com/eProsima/Fast-DDS/pull/1680
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1646.0,Fixed the SHM segment smashing while reading with security <master>,https://github.com/eProsima/Fast-DDS/pull/1646
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1645.0,Fixed the SHM segment smashing while reading with security <2.1.x>,https://github.com/eProsima/Fast-DDS/pull/1645
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1644.0,Fixed the SHM segment smashing while reading with security <2.0.x> [10165],https://github.com/eProsima/Fast-DDS/pull/1644
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1540.0,bugfix for security handshake race condition <2.0.x> [9793],https://github.com/eProsima/Fast-DDS/pull/1540
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1536.0,Fixed SAT issues on security code <master> [9482],https://github.com/eProsima/Fast-DDS/pull/1536
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1532.0,bugfix for security handshake race condition [9779],https://github.com/eProsima/Fast-DDS/pull/1532
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1496.0,Keep pending security messages directed for each local endpoint <master> [9627],https://github.com/eProsima/Fast-DDS/pull/1496
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1490.0,Keep pending security messages directed for each local endpoint [9621],https://github.com/eProsima/Fast-DDS/pull/1490
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1447.0,Do not relay on first reader only to decode encrypted message [9502],https://github.com/eProsima/Fast-DDS/pull/1447
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1429.0,Fix bug CryptographyPluginTest [9438],https://github.com/eProsima/Fast-DDS/pull/1429
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1398.0,Fixed SAT issues on security code <2.0.x> [9374],https://github.com/eProsima/Fast-DDS/pull/1398
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1215.0,Fix SHM Watchdog race condition <2.0.x> [8449],https://github.com/eProsima/Fast-DDS/pull/1215
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1125.0,Add Security Logging Plugin.,https://github.com/eProsima/Fast-DDS/pull/1125
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,1033.0,Fixing valgrind errors on security unit tests. [7704],https://github.com/eProsima/Fast-DDS/pull/1033
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,984.0,Fixing valgrind errors on security unit tests <1.9.x>,https://github.com/eProsima/Fast-DDS/pull/984
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,979.0,Fixed build without security after #938,https://github.com/eProsima/Fast-DDS/pull/979
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,769.0,Fixing compilation error without security.,https://github.com/eProsima/Fast-DDS/pull/769
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,611.0,Fixing builds without security,https://github.com/eProsima/Fast-DDS/pull/611
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,572.0,Stateful writer destruction race condition [5747],https://github.com/eProsima/Fast-DDS/pull/572
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,524.0,Win installer -now OPENSSL's ssl libraries are needed. [5385],https://github.com/eProsima/Fast-DDS/pull/524
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,442.0,Remove erroneous two-way fnmatch for DDS Security [4963],https://github.com/eProsima/Fast-DDS/pull/442
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,410.0,Feature/tcp secure [4658],https://github.com/eProsima/Fast-DDS/pull/410
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,341.0,Fixing security with several participants,https://github.com/eProsima/Fast-DDS/pull/341
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,322.0,Fixed segmentation fault on security.,https://github.com/eProsima/Fast-DDS/pull/322
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,315.0,Fixing seg fault on volatile message secure builtin topic,https://github.com/eProsima/Fast-DDS/pull/315
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,275.0,DDS-SECURITY 1.1 compliance,https://github.com/eProsima/Fast-DDS/pull/275
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,269.0,Refs #3468 Added methods to ease dds-security adaptation.,https://github.com/eProsima/Fast-DDS/pull/269
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,207.0,fastcdr is now required if security is on,https://github.com/eProsima/Fast-DDS/pull/207
eProsima,Fast-DDS,eProsima/Fast-DDS,pull_request,135.0,Quiet signed overflow warning on gcc 7.1,https://github.com/eProsima/Fast-DDS/pull/135
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,86.0,[question] Crypto:AES-GCM-GMAC,https://github.com/eProsima/Fast-DDS/issues/86
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,106.0,[Security] publisher / subscriber within same participant not matched when using security,https://github.com/eProsima/Fast-DDS/issues/106
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,126.0,Signed overflow warning message when buliding with gcc 7.1,https://github.com/eProsima/Fast-DDS/issues/126
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,140.0,[Security] [Bug] Crash on decrypting long messages in Best effort,https://github.com/eProsima/Fast-DDS/issues/140
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,149.0,[Security] Participants not matched since 3954916f2902e885ec0360d34fc06a99391b4252 has been merged,https://github.com/eProsima/Fast-DDS/issues/149
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,156.0,Issue in running secure example,https://github.com/eProsima/Fast-DDS/issues/156
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,250.0,Secure DDS interoperability | Connection issues with RTI Connext [3539],https://github.com/eProsima/Fast-DDS/issues/250
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,263.0,Setting security properties from profile XML file [4075],https://github.com/eProsima/Fast-DDS/issues/263
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,363.0,Encryption/Decryption of CryptoToken [4289],https://github.com/eProsima/Fast-DDS/issues/363
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,441.0,Misuse of fnmatch used by DDS Security Access Control [5346],https://github.com/eProsima/Fast-DDS/issues/441
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,443.0,Partition permission are not enforced for remote participants [5342],https://github.com/eProsima/Fast-DDS/issues/443
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,625.0,Potential use-after-free?,https://github.com/eProsima/Fast-DDS/issues/625
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,630.0,Coverity report potential buffer overflow,https://github.com/eProsima/Fast-DDS/issues/630
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,1069.0,TCPChannelResourceSecure/TCPTransportInterface may not check server certificate CN/SAN/hostname [8992],https://github.com/eProsima/Fast-DDS/issues/1069
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,1224.0,wget fails on eprosima.com: Unable to establish SSL connection,https://github.com/eProsima/Fast-DDS/issues/1224
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,1337.0,stack-buffer-overflow was found at ./include/fastdds/rtps/messages/CDRMessage.hpp:177:21 [9133],https://github.com/eProsima/Fast-DDS/issues/1337
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,1338.0,stack-buffer-overflow was found at ./include/fastdds/rtps/messages/CDRMessage.hpp:134:18 [9132],https://github.com/eProsima/Fast-DDS/issues/1338
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,1451.0,Make Fast-DDS Boost patch portable for non-Linux OS,https://github.com/eProsima/Fast-DDS/issues/1451
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,1506.0,Race condition in PDPListener [9684],https://github.com/eProsima/Fast-DDS/issues/1506
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,1529.0,Race condition in clearing metatraffic locators and iterating over them [9816],https://github.com/eProsima/Fast-DDS/issues/1529
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,1621.0,Use the generated X.509 certificate to report an error [13586],https://github.com/eProsima/Fast-DDS/issues/1621
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,2183.0,intra-process writer/reader use-after-free issue when partitions exit [13692],https://github.com/eProsima/Fast-DDS/issues/2183
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,2332.0,Memory leak while Diffie-Hellman key generation [13365],https://github.com/eProsima/Fast-DDS/issues/2332
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,2362.0,Memory leak in SecurityManager [13295],https://github.com/eProsima/Fast-DDS/issues/2362
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,2489.0,How to know what security events are recorded at each logging level,https://github.com/eProsima/Fast-DDS/issues/2489
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,2700.0,Cryptographic plugin failed on Fastdds 2.6.0,https://github.com/eProsima/Fast-DDS/issues/2700
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,3239.0,[16903] Chain of trust issues with a single CA certificate,https://github.com/eProsima/Fast-DDS/issues/3239
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,3259.0,"FastDDS <-> CycloneDDS interoperability issue, when security is turned on",https://github.com/eProsima/Fast-DDS/issues/3259
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,3931.0,About Vulnerabilities in HeartBeat Messages [QoS - Reliable Mode],https://github.com/eProsima/Fast-DDS/issues/3931
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,3982.0,Mac address overflow in IPFinder::getAllMACAddress() on Windows,https://github.com/eProsima/Fast-DDS/issues/3982
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,4310.0,[SECURITY Error] WriterHistory cannot add the CacheChange_t -> Function on_process_handshake,https://github.com/eProsima/Fast-DDS/issues/4310
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,4462.0,memory leak with sequence in IDL struct if DataReader::take_next_sample() is called from a different thread,https://github.com/eProsima/Fast-DDS/issues/4462
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,4553.0,[20658] `TopicPayloadPool` memory leak problem,https://github.com/eProsima/Fast-DDS/issues/4553
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,4877.0,Memory leak in TCPChannelResource,https://github.com/eProsima/Fast-DDS/issues/4877
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,5004.0,Repeatedly trigger service discovery procedure will lead to memory leak,https://github.com/eProsima/Fast-DDS/issues/5004
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,5214.0,[21614] Security tip of Fastdds Discovery Server is incorrect,https://github.com/eProsima/Fast-DDS/issues/5214
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,5380.0,Has Security Issue 2267 completely been solved? (CVE-2021-38425),https://github.com/eProsima/Fast-DDS/issues/5380
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,5525.0,update sqlite.c to current version 3.47.2 since security issue,https://github.com/eProsima/Fast-DDS/issues/5525
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,5707.0,ROS2 Security settings and certificates,https://github.com/eProsima/Fast-DDS/issues/5707
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,5753.0,[23025] Discovery Matching fails when discovery_protection_kind=ENCRYPT and topic-level protection are both enabled,https://github.com/eProsima/Fast-DDS/issues/5753
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,5900.0,The memory usage of FastDDS was gradually increasing under security mode,https://github.com/eProsima/Fast-DDS/issues/5900
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,5934.0,"In security mode, when the authentication fails, the change for the handshake request is not released.",https://github.com/eProsima/Fast-DDS/issues/5934
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,5936.0,"In secuirty mode, when the authentication fails, the cancel timer does not work.",https://github.com/eProsima/Fast-DDS/issues/5936
eProsima,Fast-DDS,eProsima/Fast-DDS,issue,6187.0,CVE-2025-63829,https://github.com/eProsima/Fast-DDS/issues/6187
eProsima,foonathan_memory_vendor,eProsima/foonathan_memory_vendor,pull_request,80.0,[24059] Change upstream to fix build with clang and avoid patch command,https://github.com/eProsima/foonathan_memory_vendor/pull/80
eProsima,foonathan_memory_vendor,eProsima/foonathan_memory_vendor,pull_request,63.0,[17047] Update installers patch to 0.7-3.,https://github.com/eProsima/foonathan_memory_vendor/pull/63
eProsima,foonathan_memory_vendor,eProsima/foonathan_memory_vendor,pull_request,34.0,QD Security Vulnerability Declaration: REP 2006,https://github.com/eProsima/foonathan_memory_vendor/pull/34
eProsima,foonathan_memory_vendor,eProsima/foonathan_memory_vendor,pull_request,18.0,Fix patch for Windows Installer [7293],https://github.com/eProsima/foonathan_memory_vendor/pull/18
eProsima,foonathan_memory_vendor,eProsima/foonathan_memory_vendor,pull_request,17.0,Fix patch 1.9.x Windows Installer [6921],https://github.com/eProsima/foonathan_memory_vendor/pull/17
eProsima,foonathan_memory_vendor,eProsima/foonathan_memory_vendor,pull_request,5.0,Patch to change install directories if a variable is set [6154],https://github.com/eProsima/foonathan_memory_vendor/pull/5
eProsima,foonathan_memory_vendor,eProsima/foonathan_memory_vendor,issue,37.0,need to update foonathan source used to include QNX patch in it,https://github.com/eProsima/foonathan_memory_vendor/issues/37
ethz-asl,grid_map_geo,ethz-asl/grid_map_geo,pull_request,60.0,Add patch for yamlcpp link problems,https://github.com/ethz-asl/grid_map_geo/pull/60
facontidavide,PlotJuggler,facontidavide/PlotJuggler,pull_request,834.0,Fix memory leak in protobuf parser,https://github.com/facontidavide/PlotJuggler/pull/834
facontidavide,PlotJuggler,facontidavide/PlotJuggler,issue,442.0,[Feature Request] MQTT TLS option,https://github.com/facontidavide/PlotJuggler/issues/442
facontidavide,PlotJuggler,facontidavide/PlotJuggler,issue,582.0,Memory leak?,https://github.com/facontidavide/PlotJuggler/issues/582
facontidavide,rosx_introspection,facontidavide/rosx_introspection,pull_request,28.0,fix: buffer overflow for complex large messages,https://github.com/facontidavide/rosx_introspection/pull/28
facontidavide,rosx_introspection,facontidavide/rosx_introspection,pull_request,25.0,Fix memory leak in Parser from unowned root_field allocation,https://github.com/facontidavide/rosx_introspection/pull/25
facontidavide,rosx_introspection,facontidavide/rosx_introspection,issue,24.0,Possible Memory Leak in Parser object,https://github.com/facontidavide/rosx_introspection/issues/24
Fields2Cover,fields2cover,Fields2Cover/fields2cover,pull_request,19.0,remove redundant clone that caused memory leak,https://github.com/Fields2Cover/fields2cover/pull/19
Fields2Cover,fields2cover,Fields2Cover/fields2cover,issue,20.0,Memory Leak in Point Clone,https://github.com/Fields2Cover/fields2cover/issues/20
fkie,async_web_server_cpp,fkie/async_web_server_cpp,issue,2.0,Support for secure websockets?,https://github.com/fkie/async_web_server_cpp/issues/2
flynneva,bno055,flynneva/bno055,issue,69.0,I2c permission error,https://github.com/flynneva/bno055/issues/69
foxglove,foxglove-sdk,foxglove/foxglove-sdk,pull_request,667.0,Fix memory leak in generic_client allocate_message,https://github.com/foxglove/foxglove-sdk/pull/667
foxglove,foxglove-sdk,foxglove/foxglove-sdk,pull_request,645.0,build(deps): bump google-github-actions/auth from 2 to 3,https://github.com/foxglove/foxglove-sdk/pull/645
foxglove,foxglove-sdk,foxglove/foxglove-sdk,pull_request,610.0,Dependabot: Ignore minor and patch updates,https://github.com/foxglove/foxglove-sdk/pull/610
foxglove,foxglove-sdk,foxglove/foxglove-sdk,pull_request,351.0,rust: Fix timestamp overflow documentation,https://github.com/foxglove/foxglove-sdk/pull/351
foxglove,foxglove-sdk,foxglove/foxglove-sdk,pull_request,138.0,ci.yml: PyPI uses OIDC for auth,https://github.com/foxglove/foxglove-sdk/pull/138
fujitatomoya,rcl_logging_syslog,fujitatomoya/rcl_logging_syslog,pull_request,32.0,rsyslogd omfile permission error. (backport #25),https://github.com/fujitatomoya/rcl_logging_syslog/pull/32
fujitatomoya,rcl_logging_syslog,fujitatomoya/rcl_logging_syslog,pull_request,31.0,rsyslogd omfile permission error. (backport #25),https://github.com/fujitatomoya/rcl_logging_syslog/pull/31
fujitatomoya,rcl_logging_syslog,fujitatomoya/rcl_logging_syslog,pull_request,30.0,rsyslogd omfile permission error. (backport #25),https://github.com/fujitatomoya/rcl_logging_syslog/pull/30
fujitatomoya,rcl_logging_syslog,fujitatomoya/rcl_logging_syslog,pull_request,25.0,rsyslogd omfile permission error.,https://github.com/fujitatomoya/rcl_logging_syslog/pull/25
fujitatomoya,rcl_logging_syslog,fujitatomoya/rcl_logging_syslog,issue,24.0,"rsyslogd: error during config processing: omfile, permission error",https://github.com/fujitatomoya/rcl_logging_syslog/issues/24
fujitatomoya,ros2ai,fujitatomoya/ros2ai,issue,62.0,Security Risk: Arbitrary Code Execution via LLM Generated Commands,https://github.com/fujitatomoya/ros2ai/issues/62
fujitatomoya,ros2ai,fujitatomoya/ros2ai,issue,70.0,Docker user id should not be root for security and misoperation,https://github.com/fujitatomoya/ros2ai/issues/70
fzi-forschungszentrum-informatik,lanelet2,fzi-forschungszentrum-informatik/lanelet2,issue,111.0,Memory leak via Python API,https://github.com/fzi-forschungszentrum-informatik/lanelet2/issues/111
gazebo-release,gz_cmake_vendor,gazebo-release/gz_cmake_vendor,pull_request,7.0,Apply prerelease suffix and remove patch,https://github.com/gazebo-release/gz_cmake_vendor/pull/7
gazebo-release,gz_cmake_vendor,gazebo-release/gz_cmake_vendor,pull_request,6.0,Apply prerelease suffix and remove patch,https://github.com/gazebo-release/gz_cmake_vendor/pull/6
gazebo-release,gz_cmake_vendor,gazebo-release/gz_cmake_vendor,pull_request,4.0,Patch the pkg-config directory in the gz-cmake code.,https://github.com/gazebo-release/gz_cmake_vendor/pull/4
gazebo-release,gz_msgs_vendor,gazebo-release/gz_msgs_vendor,pull_request,14.0,Add patch to remove __init__.py workaround in upstream,https://github.com/gazebo-release/gz_msgs_vendor/pull/14
gazebosim,ros_gz,gazebosim/ros_gz,issue,235.0,Memory Overflow on ROS2 Rolling,https://github.com/gazebosim/ros_gz/issues/235
gazebosim,ros_gz,gazebosim/ros_gz,issue,366.0,Memory Leak using ros_gz_bridge to convert LaserScan,https://github.com/gazebosim/ros_gz/issues/366
gazebosim,ros_gz,gazebosim/ros_gz,issue,706.0,Memory leak from bridging IMU messages from Harmonic to Humble,https://github.com/gazebosim/ros_gz/issues/706
husarion,husarion_ugv_ros,husarion/husarion_ugv_ros,pull_request,303.0,Panther Controller Patch,https://github.com/husarion/husarion_ugv_ros/pull/303
ika-rwth-aachen,mqtt_client,ika-rwth-aachen/mqtt_client,pull_request,87.0,Add Parameter to Disable Verification of Server Certificate,https://github.com/ika-rwth-aachen/mqtt_client/pull/87
ika-rwth-aachen,mqtt_client,ika-rwth-aachen/mqtt_client,issue,8.0,connection to TLS enabled AWS IoT core (MQTT broker) is unstable its connecting and then getting disconnected in a loop,https://github.com/ika-rwth-aachen/mqtt_client/issues/8
ika-rwth-aachen,mqtt_client,ika-rwth-aachen/mqtt_client,issue,86.0,Feature Request: Disable Verification of the Server Certificate,https://github.com/ika-rwth-aachen/mqtt_client/issues/86
IMRCLab,crazyswarm2,IMRCLab/crazyswarm2,pull_request,426.0,"server: fix startup race condition, GUI improvements",https://github.com/IMRCLab/crazyswarm2/pull/426
IMRCLab,crazyswarm2,IMRCLab/crazyswarm2,pull_request,364.0,add usb permission and update instructions,https://github.com/IMRCLab/crazyswarm2/pull/364
IMRCLab,crazyswarm2,IMRCLab/crazyswarm2,issue,422.0,crazyflie_py: startup race condition,https://github.com/IMRCLab/crazyswarm2/issues/422
IMRCLab,crazyswarm2,IMRCLab/crazyswarm2,issue,570.0,server - cflib - launch race condition,https://github.com/IMRCLab/crazyswarm2/issues/570
IntelligentRoboticsLabs,ros2_planning_system,IntelligentRoboticsLabs/ros2_planning_system,pull_request,195.0,Fix possible race condition in the plansys2_bt_actions tests,https://github.com/IntelligentRoboticsLabs/ros2_planning_system/pull/195
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,14693.0,[Security] Fix CRITICAL vulnerability: V-002,https://github.com/IntelRealSense/librealsense/pull/14693
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,14435.0,manual patch on JP5.0.2 for D436,https://github.com/IntelRealSense/librealsense/pull/14435
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,14416.0,Add extra security flags on Linux,https://github.com/IntelRealSense/librealsense/pull/14416
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,14147.0,Update patch-realsense-ubuntu-lts.sh remote address,https://github.com/IntelRealSense/librealsense/pull/14147
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,13772.0,fixed memory leak + add Valgrind memleak GHA test,https://github.com/IntelRealSense/librealsense/pull/13772
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,13406.0,Bug fix: manual patch script for Noble,https://github.com/IntelRealSense/librealsense/pull/13406
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,13148.0,scripts: patch: support for d421 windows metadata,https://github.com/IntelRealSense/librealsense/pull/13148
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,13117.0,scripts: patch: support for d421,https://github.com/IntelRealSense/librealsense/pull/13117
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,13083.0,fix overflow in fw_update_info::create_device method,https://github.com/IntelRealSense/librealsense/pull/13083
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,13055.0,L4T UVC/HID manual patch for JP6,https://github.com/IntelRealSense/librealsense/pull/13055
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,12943.0,add NO_TLS for FastDDS builds to disable SSL linkage,https://github.com/IntelRealSense/librealsense/pull/12943
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,12905.0,Add uvcvideo version update patch,https://github.com/IntelRealSense/librealsense/pull/12905
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,12801.0,Cherry Pick PR #12799 l4t: uvc patch fix localversion,https://github.com/IntelRealSense/librealsense/pull/12801
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,12799.0,l4t: uvc patch fix localversion,https://github.com/IntelRealSense/librealsense/pull/12799
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,12418.0,scripts: patch: modify Interface Protocol to UVC1.5 for D555e,https://github.com/IntelRealSense/librealsense/pull/12418
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,12359.0,Add security.md file,https://github.com/IntelRealSense/librealsense/pull/12359
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,12101.0,scripts: patch will skip hid for fixed versions,https://github.com/IntelRealSense/librealsense/pull/12101
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,12099.0,Patch 5.4.232 noiio,https://github.com/IntelRealSense/librealsense/pull/12099
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,11825.0,scripts: patch-hid ignore 5.15.0-72+,https://github.com/IntelRealSense/librealsense/pull/11825
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,11610.0,fix: close ObjectPool race condition (IntelRealSense#8334),https://github.com/IntelRealSense/librealsense/pull/11610
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,11569.0,Update manual patch to use https,https://github.com/IntelRealSense/librealsense/pull/11569
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,11408.0,Metadata permission,https://github.com/IntelRealSense/librealsense/pull/11408
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,11396.0,update third-party:tinyfiledialogs version to 3.9.0: cleanup format-overflow warning,https://github.com/IntelRealSense/librealsense/pull/11396
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,11341.0,scripts: Add D585 & D585S to metadata patch list in manual scripts,https://github.com/IntelRealSense/librealsense/pull/11341
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,10625.0,enable kernel patch for Ubuntu 22.04,https://github.com/IntelRealSense/librealsense/pull/10625
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,9221.0,Memory leak imu fix,https://github.com/IntelRealSense/librealsense/pull/9221
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,9086.0,libci memory leak (frames delay) test - Enable only nightly run,https://github.com/IntelRealSense/librealsense/pull/9086
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,9060.0,Fix Memory leak test sensor option,https://github.com/IntelRealSense/librealsense/pull/9060
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,8883.0,libci memory leak (frames delay) test,https://github.com/IntelRealSense/librealsense/pull/8883
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,8875.0,Memory leak test sensor option,https://github.com/IntelRealSense/librealsense/pull/8875
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,8561.0,T265 fix for race condition during pipeline stop.,https://github.com/IntelRealSense/librealsense/pull/8561
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,8463.0,Update libcurl to version 7.75 and add SSL support,https://github.com/IntelRealSense/librealsense/pull/8463
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,8445.0,Libci memory leak detection test,https://github.com/IntelRealSense/librealsense/pull/8445
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,8285.0,[Android] Camera permission skipped in OS versions < 8,https://github.com/IntelRealSense/librealsense/pull/8285
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,7809.0,[scripts] Modified patch utils to support Ubuntu Focal with Kernel 5.4,https://github.com/IntelRealSense/librealsense/pull/7809
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,6709.0,Update patch-arch.sh based on #4271,https://github.com/IntelRealSense/librealsense/pull/6709
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,6653.0,added patch scripts for debian 10 and linux vanilla,https://github.com/IntelRealSense/librealsense/pull/6653
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,6499.0,fix processing block memory leak,https://github.com/IntelRealSense/librealsense/pull/6499
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,6484.0,fix memory leak in occlusion-filter,https://github.com/IntelRealSense/librealsense/pull/6484
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,6375.0,Fix Syncer Memory Leak,https://github.com/IntelRealSense/librealsense/pull/6375
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,6325.0,Propagate 0x0b64 PID to MD patch,https://github.com/IntelRealSense/librealsense/pull/6325
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,6022.0,corrected patch file names,https://github.com/IntelRealSense/librealsense/pull/6022
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,5889.0,Fix memory leak on linux kernel 5.3,https://github.com/IntelRealSense/librealsense/pull/5889
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,5677.0,Prevent UVC frame overflow with v4l,https://github.com/IntelRealSense/librealsense/pull/5677
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,5205.0,Kernel patch adjustment for 4.4 branch,https://github.com/IntelRealSense/librealsense/pull/5205
IntelRealSense,librealsense,IntelRealSense/librealsense,pull_request,5065.0,Fix memory leak in hid sensor,https://github.com/IntelRealSense/librealsense/pull/5065
